ticker,name,sector,industry,weight,return_1d,return_ytd,return_1y,return_5y,return_10y
F,Ford Motor Company,Consumer Discretionary,Automobile Manufacturers,0.065768,-3.1987,-11.3983,17.6146,34.2737,44.6305
GRMN,Garmin,Consumer Discretionary,Consumer Electronics,0.065608,-1.5758,18.0747,26.4609,93.5355,655.4817
PYPL,PayPal,Financials,Transaction & Payment Processing Services,0.064637,-0.0991,-13.4249,-24.6588,-79.7492,32.2355
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,0.064172,-1.7475,3.2462,60.2394,65.9439,335.7132
DAL,Delta Air Lines,Industrials,Passenger Airlines,0.064166,-0.6959,-1.0287,56.8822,58.0917,86.9217
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,0.063929,-0.7648,-16.7635,19.3304,6.8782,562.4941
FITB,Fifth Third Bancorp,Financials,Regional Banks,0.063800,-2.0424,6.4863,37.9307,44.1571,299.8424
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,0.063437,-1.0304,22.9973,37.6889,231.7213,247.3295
XYZ,"Block, Inc.",Financials,Transaction & Payment Processing Services,0.061063,0.1253,10.4624,54.5240,-68.9000,436.9679
KR,Kroger,Consumer Staples,Food Retail,0.060951,-0.3246,8.6568,-4.2902,109.3037,136.6008
VTR,Ventas,Real Estate,Health Care REITs,0.060854,-0.2613,14.1805,35.5221,87.8238,105.4402
YUM,Yum! Brands,Consumer Discretionary,Restaurants,0.060854,-2.5006,2.5328,5.5189,41.9520,218.5007
MSCI,MSCI Inc.,Financials,Financial Exchanges & Data,0.060378,-1.1174,1.8885,6.1717,27.3009,769.0641
AMP,Ameriprise Financial,Financials,Asset Management & Custody Banks,0.060197,0.2997,-4.1533,-2.0213,96.0795,507.9799
TTWO,Take-Two Interactive,Communication Services,Interactive Home Entertainment,0.059452,4.2355,-12.0494,2.5877,34.4117,563.8561
BDX,Becton Dickinson,Health Care,Health Care Equipment,0.059342,-2.0092,-3.4911,12.8569,-17.5492,37.4783
AIG,American International Group,Financials,Multi-line Insurance,0.058930,-1.5361,-8.8048,-5.2077,79.4678,81.5988
CMG,Chipotle Mexican Grill,Consumer Discretionary,Restaurants,0.058610,-3.0321,-13.5676,-37.9752,10.2759,269.0284
CBRE,CBRE Group,Real Estate,Real Estate Services,0.058470,-1.2411,-12.8988,10.6502,63.9354,376.1986
STT,State Street Corporation,Financials,Asset Management & Custody Banks,0.058434,-2.5789,16.3060,68.1528,104.7382,228.8759
DHI,D. R. Horton,Consumer Discretionary,Homebuilding,0.058033,-4.3006,-0.0629,13.7068,48.4449,438.7134
EME,Emcor,Industrials,Construction & Engineering,0.057796,0.7482,48.9493,112.0004,666.7377,1926.9093
ED,Consolidated Edison,Utilities,Multi-Utilities,0.057587,-0.7784,11.2478,2.9626,67.3677,105.8412
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,0.057255,0.3743,0.9919,4.4859,50.3715,143.2782
ON,ON Semiconductor,Information Technology,Semiconductors,0.057224,-0.9609,88.4395,143.4741,173.9329,1000.7551
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,0.057110,-6.6226,22.7349,22.4753,48.7569,840.6617
ARES,Ares Management,Financials,Asset Management & Custody Banks,0.056553,0.8235,-24.7581,-21.0520,171.9241,1181.6402
CCI,Crown Castle,Real Estate,Telecom Tower REITs,0.056107,1.0307,2.7424,-11.6389,-37.9436,55.6578
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0.056004,-0.7563,4.8416,-13.2854,-8.0253,144.9756
IRM,Iron Mountain,Real Estate,Other Specialized REITs,0.054383,0.8098,55.8353,38.5902,293.3910,500.5584
HPE,Hewlett Packard Enterprise,Information Technology,"Technology Hardware, Storage & Peripherals",0.054314,0.4900,20.2961,74.5925,109.3572,309.8156
WEC,WEC Energy Group,Utilities,Electric Utilities,0.054072,-0.8684,11.3421,10.8218,40.7107,167.6730
VMC,Vulcan Materials Company,Materials,Construction Materials,0.053229,-3.2288,1.0676,8.5039,58.2584,179.2289
LYV,Live Nation Entertainment,Communication Services,Movies & Entertainment,0.052827,-0.4234,10.5825,17.7992,98.7639,602.2282
EQT,EQT Corporation,Energy,Oil & Gas Exploration & Production,0.052687,0.7160,10.5346,15.2960,216.7904,73.4754
HSY,Hershey Company,Consumer Staples,Packaged Foods & Meats,0.052600,-0.1810,0.6732,14.8457,22.9739,150.7300
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,0.052403,1.7747,33.6665,65.0158,34.7466,165.0177
HIG,Hartford,Financials,Property & Casualty Insurance,0.052300,-1.4726,-2.4800,8.2691,121.5765,275.9250
ROP,Roper Technologies,Information Technology,Electronic Equipment & Instruments,0.052131,-0.8347,-19.8290,-36.7572,-18.3225,117.3563
IBKR,Interactive Brokers,Financials,Investment Banking & Brokerage,0.051921,1.5660,27.2085,80.9720,377.3657,848.1899
MLM,Martin Marietta Materials,Materials,Construction Materials,0.051878,-1.8227,-2.9918,13.2003,66.6041,283.5973
JBL,Jabil,Information Technology,Electronic Manufacturing Services,0.051264,-0.4876,49.5075,127.0095,567.7954,2035.9240
PCG,PG&E Corporation,Utilities,Multi-Utilities,0.050898,-1.4590,1.1605,-3.3458,45.2737,-70.8631
CCL,Carnival,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.050696,-3.7134,-15.5578,31.7765,-3.3409,-40.2960
CBOE,Cboe Global Markets,Financials,Financial Exchanges & Data,0.050613,3.6549,35.3573,50.4887,234.3478,514.4985
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,0.050002,0.7681,49.2689,109.3734,119.7972,27.7257
SATS,EchoStar,Communication Services,Wireless Telecommunication Services,0.049565,-2.3056,10.7084,400.7906,401.8349,267.2096
SYY,Sysco,Consumer Staples,Food Distributors,0.049423,-2.1067,-0.1552,5.4054,-0.5731,93.2930
LVS,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,0.048996,-3.5880,-19.9100,39.0568,-7.9930,47.8143
PRU,Prudential Financial,Financials,Life & Health Insurance,0.048451,-0.9836,-12.3188,-0.7388,22.1653,100.8485
FISV,Fiserv,Financials,Transaction & Payment Processing Services,0.047891,1.0782,-6.4910,-65.9326,-46.7892,26.9402
STLD,Steel Dynamics,Materials,Steel,0.047255,0.2399,36.0468,72.6177,317.9935,1035.9129
PAYX,Paychex,Industrials,Human Resource & Employment Services,0.047243,-0.5805,-16.7038,-36.0909,6.0245,139.5507
ACGL,Arch Capital Group,Financials,Property & Casualty Insurance,0.047161,-0.1812,-2.3666,1.2651,144.6245,318.6728
KVUE,Kenvue,Consumer Staples,Personal Care Products,0.046946,-1.6064,0.5620,-25.4008,,
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,0.046880,0.9454,-2.1735,34.2514,404.4453,1200.9879
WDAY,"Workday, Inc.",Information Technology,Application Software,0.046871,0.7325,-40.4553,-48.5725,-46.0744,79.4444
HBAN,Huntington Bancshares,Financials,Regional Banks,0.046706,-2.8262,-5.9112,11.2842,30.4109,147.7640
CPRT,Copart,Industrials,Diversified Support Services,0.045723,0.0601,-14.9681,-45.6223,7.8131,523.8464
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,0.045418,1.3845,40.6708,67.2632,181.2674,134.1925
MTB,M&T Bank,Financials,Regional Banks,0.045328,-1.0904,6.9934,25.8012,56.8951,149.1867
KMB,Kimberly-Clark,Consumer Staples,Household Products,0.045267,-2.0682,-4.0228,-23.3571,-14.4462,5.6477
AXON,Axon Enterprise,Industrials,Aerospace & Defense,0.045233,-2.1277,-30.6693,-37.3169,176.3934,2129.6150
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,0.045201,-2.0433,-17.2213,4.1156,-11.2588,199.6652
CASY,Casey's,Consumer Staples,Food Retail,0.045061,1.9990,54.5146,86.6119,296.0000,704.2548
AEE,Ameren,Utilities,Multi-Utilities,0.044332,-1.0303,13.3121,16.2435,52.6620,208.7109
ATO,Atmos Energy,Utilities,Gas Utilities,0.044291,-0.4084,12.6370,18.8523,105.4254,221.1208
DTE,DTE Energy,Utilities,Multi-Utilities,0.043521,-1.3845,14.6549,11.2069,44.4104,163.0188
RJF,Raymond James Financial,Financials,Investment Banking & Brokerage,0.043508,0.3905,-1.6576,12.0943,90.5876,433.9587
RMD,ResMed,Health Care,Health Care Equipment,0.043500,2.1510,-12.8513,-11.9354,13.7799,319.2392
VICI,Vici Properties,Real Estate,Hotel & Resort REITs,0.043125,-1.7145,1.5191,-5.9208,15.5183,
NTRS,Northern Trust,Financials,Asset Management & Custody Banks,0.042604,-1.9698,18.7085,69.5058,62.5871,204.9579
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,0.042545,-0.1822,50.8690,-2.9627,152.6259,2810.3406
DOV,Dover Corporation,Industrials,Industrial Machinery & Supplies & Components,0.042405,-2.1834,13.3819,28.4087,55.1645,408.6279
WAT,Waters Corporation,Health Care,Life Sciences Tools & Services,0.042252,-1.7062,-20.5223,-13.8593,0.7106,130.9187
EXPE,Expedia Group,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.042182,-2.1204,-12.8041,53.5987,43.5739,127.3700
Q,Qnity Electronics,Information Technology,Semiconductor Materials & Equipment,0.042167,-1.5838,72.8726,,,
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,0.042160,-3.1158,-4.5992,-1.4299,54.3635,
TDY,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,0.042116,-0.4295,24.8370,33.1537,47.4821,593.2478
EXR,Extra Space Storage,Real Estate,Self-Storage REITs,0.041955,-1.8941,8.2362,-2.4933,14.2384,124.7035
EL,Estée Lauder Companies,Consumer Staples,Personal Care Products,0.041946,2.5599,-22.0921,39.1242,-71.0379,-0.8077
DOW,Dow Inc.,Materials,Commodity Chemicals,0.041701,0.7198,75.6230,42.4268,-19.5007,
UAL,United Airlines Holdings,Industrials,Passenger Airlines,0.041681,-2.6481,-19.4509,21.6012,70.5871,97.7388
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,0.041514,-1.5568,-12.7316,-20.5868,4.0801,
TPR,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0.040774,-2.1017,9.6616,94.8368,230.4756,357.3135
HUM,Humana,Health Care,Managed Health Care,0.040734,1.8534,-6.6222,-6.4852,-46.0110,47.2943
PPL,PPL Corporation,Utilities,Electric Utilities,0.040538,0.5319,8.7473,7.8323,56.4336,52.9994
CNP,CenterPoint Energy,Utilities,Multi-Utilities,0.040405,-0.0692,13.6122,13.6717,100.3233,175.8041
GEHC,GE HealthCare,Health Care,Health Care Equipment,0.039563,-0.0492,-25.5622,-13.3568,,
BIIB,Biogen,Health Care,Biotechnology,0.039407,0.0802,6.3754,51.5502,-30.9239,-28.8500
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,0.039111,1.4889,16.5030,46.7790,186.0393,507.8878
XYL,Xylem Inc.,Industrials,Industrial Machinery & Supplies & Components,0.038919,-0.4594,-15.3845,-6.4420,5.0358,214.4820
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,0.038825,1.3567,37.2391,44.4822,170.7369,108.2036
CFG,Citizens Financial Group,Financials,Regional Banks,0.038607,-1.3350,10.3694,69.7690,62.8063,320.0845
FE,FirstEnergy,Utilities,Electric Utilities,0.038580,-0.2984,5.4886,12.9853,51.8034,108.6630
IQV,IQVIA,Health Care,Life Sciences Tools & Services,0.038520,2.0093,-28.6012,4.8606,-30.8350,147.4858
EIX,Edison International,Utilities,Electric Utilities,0.037856,-1.2593,18.0629,33.2002,46.5879,44.0907
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,0.037840,-0.3112,-5.9945,-16.7202,-32.7944,-56.1185
FOXA,Fox Corporation A,Communication Services,Broadcasting,0.037823,-1.5627,-14.2385,27.2582,81.0342,
CNC,Centene Corporation,Health Care,Managed Health Care,0.037709,0.4125,30.1580,-10.9707,-17.0384,75.2331
ES,Eversource Energy,Utilities,Electric Utilities,0.037211,-2.2935,4.2242,23.5078,-2.0604,70.5174
ROL,"Rollins, Inc.",Industrials,Environmental & Facilities Services,0.037172,-1.1500,-9.5064,-3.3042,53.4365,412.4068
WRB,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,0.036879,-0.0904,-5.2994,-6.2218,108.1531,408.8112
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,0.036392,-0.5154,-9.5862,14.5935,-1.6678,255.3920
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,0.036371,-3.0624,8.7990,-18.6180,-32.5411,9.3341
AVB,AvalonBay Communities,Real Estate,Multi-Family Residential REITs,0.036186,-0.5506,1.7442,-10.6709,13.6736,38.2760
DG,Dollar General,Consumer Staples,Consumer Staples Merchandise Retail,0.035946,0.0437,-12.9973,29.3518,-42.6082,55.7752
SYF,Synchrony Financial,Financials,Consumer Finance,0.035605,-2.0063,-10.6530,39.5216,85.3685,208.9128
VRSN,Verisign,Information Technology,Internet Services & Infrastructure,0.035570,0.6277,13.2619,-2.2948,26.6173,226.8228
AWK,American Water Works,Utilities,Water Utilities,0.035319,-0.4161,-2.1379,-11.6021,-9.5915,106.9468
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,0.035303,2.4155,44.0876,66.0883,67.7048,175.8776
CINF,Cincinnati Financial,Financials,Property & Casualty Insurance,0.035193,-1.5304,-1.7194,13.6869,55.2639,214.9767
FICO,Fair Isaac,Information Technology,Application Software,0.035049,2.3660,-37.3011,-48.2465,108.9741,916.5863
LYB,LyondellBasell,Materials,Specialty Chemicals,0.034994,1.4002,77.7442,42.3126,-1.9539,64.8416
CTSH,Cognizant,Information Technology,IT Consulting & Other Services,0.034974,-1.0872,-37.2001,-32.0647,-30.9043,2.1789
WTW,Willis Towers Watson,Financials,Insurance Brokers,0.034952,1.4356,-20.6073,-15.6900,5.7167,136.2831
EQR,Equity Residential,Real Estate,Multi-Family Residential REITs,0.034852,0.1074,5.9074,-4.9557,9.4633,39.2229
FIS,Fidelity National Information Services,Financials,Transaction & Payment Processing Services,0.034843,1.5900,-28.2479,-38.5031,-64.6811,-20.6132
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,0.034512,7.9617,18.2287,17.0961,2.9922,32.1004
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,0.034371,0.6492,-8.1912,-1.8628,176.9749,
FOX,Fox Corporation B,Communication Services,Broadcasting,0.034008,-1.5106,-13.1814,22.7129,67.9682,
RF,Regions Financial Corporation,Financials,Regional Banks,0.033692,-1.8801,3.0476,36.9674,51.7388,338.4280
KEY,KeyCorp,Financials,Regional Banks,0.033578,-0.9602,5.9809,46.2323,23.0504,175.2814
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,0.033379,-1.3417,-19.9194,-38.7305,-2.0578,141.8714
CMS,CMS Energy,Utilities,Multi-Utilities,0.033338,-0.4472,9.0468,6.9540,35.3002,144.3431
CHTR,Charter Communications,Communication Services,Cable & Satellite,0.033281,-3.7266,-20.7952,-57.0545,-75.4273,-22.1673
PPG,PPG Industries,Materials,Specialty Chemicals,0.033077,-3.1904,2.1649,-3.3174,-35.6372,15.2307
DXCM,Dexcom,Health Care,Health Care Equipment,0.033032,-2.1353,-9.5374,-26.4396,-35.3400,291.1401
SBAC,SBA Communications,Real Estate,Telecom Tower REITs,0.032953,-0.3065,13.4232,-7.9288,-20.9228,138.0261
NI,NiSource,Utilities,Multi-Utilities,0.032804,0.0000,16.6503,25.6095,118.4887,180.7995
FSLR,First Solar,Information Technology,Semiconductors,0.032386,-0.1512,-19.0790,61.9350,186.3587,308.2464
ULTA,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,0.032302,-2.6224,-14.3816,30.8709,61.4663,146.7019
ALB,Albemarle Corporation,Materials,Specialty Chemicals,0.032051,-1.6453,35.1544,221.7868,24.7940,227.7144
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,0.032045,-4.1772,22.8862,80.4033,41.3413,217.0660
TROW,T. Rowe Price,Financials,Asset Management & Custody Banks,0.031584,-0.3288,2.1832,18.5432,-28.8166,100.4250
CHD,Church & Dwight,Consumer Staples,Household Products,0.031372,-3.2597,11.1234,1.2465,10.2282,125.3957
DRI,Darden Restaurants,Consumer Discretionary,Restaurants,0.031369,-1.3709,5.9740,-2.9041,57.4142,300.3404
NTAP,NetApp,Information Technology,"Technology Hardware, Storage & Peripherals",0.031328,-1.0171,4.6338,22.4805,65.4131,522.5919
PHM,PulteGroup,Consumer Discretionary,Homebuilding,0.031274,-3.4058,-1.5900,11.1158,98.3887,608.6349
OMC,Omnicom Group,Communication Services,Advertising,0.030993,-0.8450,-4.6056,2.8547,8.8279,28.9512
VLTO,Veralto,Industrials,Environmental & Facilities Services,0.030899,0.6961,-11.4316,-7.1744,,
L,Loews Corporation,Financials,Multi-line Insurance,0.030849,-5.8639,-0.0944,19.6411,86.2641,176.7986
PFG,Principal Financial Group,Financials,Life & Health Insurance,0.030632,-1.6124,13.7680,34.4619,84.1257,243.6779
RL,Ralph Lauren Corporation,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0.030632,-2.1866,0.4672,54.0795,190.3144,364.1459
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,0.030237,-0.1663,9.2830,42.5387,-7.6277,345.0790
DGX,Quest Diagnostics,Health Care,Health Care Services,0.030224,-0.6073,11.3432,9.5551,54.8318,211.4690
WSM,"Williams-Sonoma, Inc.",Consumer Discretionary,Homefurnishing Retail,0.029813,-2.3890,-0.9205,11.0255,124.4260,658.9666
STE,Steris,Health Care,Health Care Equipment,0.029702,-1.0028,-16.0659,-4.8768,4.6548,234.1323
LH,Labcorp,Health Care,Health Care Services,0.029689,-1.1062,1.1021,3.2570,12.9698,148.8828
EFX,Equifax,Industrials,Research & Consulting Services,0.029625,-0.9261,-20.4049,-34.2518,-24.6424,58.6201
LEN,Lennar,Consumer Discretionary,Homebuilding,0.029625,-4.6241,-17.1345,-22.0317,-12.0830,120.9802
CPAY,Corpay,Financials,Transaction & Payment Processing Services,0.029308,1.1750,3.2898,-5.9032,6.1107,103.5293
SW,Smurfit Westrock,Materials,Paper & Plastic Packaging Products & Materials,0.028354,-3.7028,-0.9418,-5.4067,-7.8684,96.6360
GPN,Global Payments,Financials,Transaction & Payment Processing Services,0.028177,-0.7739,-6.9306,-7.8029,-63.4212,4.3076
BRO,Brown & Brown,Financials,Insurance Brokers,0.027855,0.0173,-27.5126,-47.4872,11.6999,257.7574
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,0.027737,0.0000,6.3574,19.2085,66.4454,350.9521
INCY,Incyte,Health Care,Biotechnology,0.027670,0.2373,-1.6503,55.3494,19.8815,41.4180
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,0.027573,2.6082,63.6437,59.8227,182.4668,418.4221
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,0.027484,-2.1741,8.6741,20.6025,74.1565,200.1250
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,0.027270,-9.0581,0.6417,80.8843,82.4514,183.7465
HPQ,HP Inc.,Information Technology,"Technology Hardware, Storage & Peripherals",0.027224,-0.1440,-5.1280,-15.7947,-26.7001,151.0788
LNT,Alliant Energy,Utilities,Electric Utilities,0.027132,-0.5131,15.1133,24.2286,53.2831,179.6243
EVRG,Evergy,Utilities,Electric Utilities,0.026950,-0.6416,14.1840,23.0013,55.8406,126.0648
LDOS,Leidos,Industrials,Diversified Support Services,0.026817,-0.2814,-17.3066,0.9791,51.3954,387.8235
MRNA,Moderna,Health Care,Biotechnology,0.026746,4.2539,60.3934,71.3147,-72.7519,
LUV,Southwest Airlines,Industrials,Passenger Airlines,0.026726,-1.0578,-6.8094,31.0708,-31.9350,3.7990
FFIV,"F5, Inc.",Information Technology,Communications Equipment,0.026697,2.0823,29.2525,22.7372,82.0504,226.8252
DD,DuPont,Materials,Specialty Chemicals,0.026537,-1.7950,13.4135,64.6998,50.2366,84.4680
EXPD,Expeditors International,Industrials,Air Freight & Logistics,0.026490,-5.1076,-6.2412,25.5992,29.9739,233.0580
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,0.026457,-0.6549,-23.5428,11.5791,-18.0963,16.6729
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,0.026198,-0.8353,-23.6468,-34.3616,-32.8675,-19.4894
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,0.026146,1.7788,8.9400,18.5647,13.3553,
LII,Lennox International,Industrials,Building Products,0.025546,-2.1792,6.3413,-7.3530,60.1584,329.0427
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,0.025527,-1.0168,4.6208,-9.1935,-44.9118,-24.5790
BR,Broadridge Financial Solutions,Industrials,Data Processing & Outsourced Services,0.025380,-0.9018,-30.6825,-32.7941,2.8301,206.5522
VTRS,Viatris,Health Care,Pharmaceuticals,0.025235,1.0638,23.1318,83.9130,39.9565,-55.2833
CDW,CDW Corporation,Information Technology,Technology Distributors,0.024884,-0.5366,-0.1597,-17.5384,-18.3203,275.0355
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,0.024315,-2.2252,-10.3252,-18.6198,-26.8668,-4.5904
ESS,Essex Property Trust,Real Estate,Multi-Family Residential REITs,0.024250,0.5012,3.2480,-5.9859,11.5999,63.1325
TSCO,Tractor Supply,Consumer Discretionary,Other Specialty Retail,0.024247,-4.4931,-35.1039,-35.3493,-9.6901,99.0872
WY,Weyerhaeuser,Real Estate,Timber REITs,0.024190,-1.9175,0.1851,-6.9123,-26.2923,10.2413
INVH,Invitation Homes,Real Estate,Single-Family Residential REITs,0.024179,0.0701,3.9882,-16.0589,-3.8699,
SMCI,Supermicro,Information Technology,"Technology Hardware, Storage & Peripherals",0.023904,3.0639,-4.6122,-17.1759,663.2586,952.7904
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,0.023554,-1.7632,-20.0018,-29.0510,-32.3112,20.9665
PTC,PTC Inc.,Information Technology,Application Software,0.023446,1.2159,-20.6762,-13.6798,6.3082,286.7618
NWS,News Corp B,Communication Services,Publishing,0.023290,-1.9402,1.0123,-5.8857,32.1084,163.3589
BALL,Ball Corporation,Materials,"Metal, Glass & Plastic Containers",0.023122,-0.6522,15.3711,19.6760,-30.6591,87.9818
NVR,"NVR, Inc.",Consumer Discretionary,Homebuilding,0.023106,-3.6077,-18.6575,-16.7305,16.2033,259.2242
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,0.022816,-0.2774,-7.8131,-18.4075,-48.6437,-19.4354
TRMB,Trimble Inc.,Information Technology,Application Software,0.022674,0.1462,-12.5463,6.0845,-14.2750,191.9472
IEX,IDEX Corporation,Industrials,Industrial Machinery & Supplies & Components,0.022618,-0.2792,20.8902,19.9653,0.3699,200.0620
TXT,Textron,Industrials,Aerospace & Defense,0.022574,-3.9907,4.3477,28.1700,39.5712,142.3109
KIM,Kimco Realty,Real Estate,Retail REITs,0.022500,0.0855,16.7325,16.1369,37.8038,31.4585
NDSN,Nordson Corporation,Industrials,Industrial Machinery & Supplies & Components,0.022303,-0.9816,16.9913,47.4463,40.5112,312.2241
AKAM,Akamai Technologies,Information Technology,Internet Services & Infrastructure,0.022204,1.8388,21.2378,28.1560,0.5609,113.5244
BEN,Franklin Resources,Financials,Asset Management & Custody Banks,0.022004,-0.4692,26.1367,56.5282,18.5969,34.8919
J,Jacobs Solutions,Industrials,Construction & Engineering,0.021893,1.4117,-1.0428,5.2530,19.0885,285.1296
LULU,Lululemon Athletica,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",0.021573,-3.4436,-37.9337,-53.4973,-60.3016,97.8221
GNRC,Generac,Industrials,Electrical Components & Equipment,0.021556,-0.8753,88.5092,124.3977,-17.8664,638.2826
MAA,Mid-America Apartment Communities,Real Estate,Multi-Family Residential REITs,0.021410,0.3889,-4.8841,-19.5379,-1.0209,85.5297
APTV,Aptiv,Consumer Discretionary,Automotive Parts & Equipment,0.021317,-1.5870,-21.7637,0.9496,-57.3995,5.9004
APA,APA Corporation,Energy,Oil & Gas Exploration & Production,0.021173,4.7097,74.5851,165.9169,140.9129,6.5649
CSGP,CoStar Group,Real Estate,Real Estate Services,0.020599,1.9009,-47.3825,-54.6178,-58.3921,81.6129
REG,Regency Centers,Real Estate,Retail REITs,0.020557,0.1271,15.1936,12.2879,51.6621,50.1292
GPC,Genuine Parts Company,Consumer Discretionary,Distributors,0.020534,-1.4001,-15.0388,-11.0923,-8.6853,44.0441
HST,Host Hotels & Resorts,Real Estate,Hotel & Resort REITs,0.020443,-1.2778,18.9080,48.9024,45.1671,91.7794
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,0.020401,0.7682,7.1854,60.9214,89.1659,202.6807
NWSA,News Corp A,Communication Services,Publishing,0.020150,-1.6768,-0.8124,-5.7427,5.8019,138.7596
MAS,Masco,Industrials,Building Products,0.019883,-3.8602,8.3883,12.0665,14.5807,158.8197
TKO,TKO Group Holdings,Communication Services,Movies & Entertainment,0.019881,0.0269,-10.6466,13.3172,267.4090,1182.9044
DECK,Deckers Brands,Consumer Discretionary,Footwear,0.019763,-3.2018,-5.8069,-16.4956,67.4813,917.5408
EG,Everest Group,Financials,Reinsurance,0.019720,-1.7111,3.0469,0.9604,39.9404,134.6665
TYL,Tyler Technologies,Information Technology,Application Software,0.019675,-2.4590,-27.9106,-40.5000,-21.1503,128.8302
HAS,Hasbro,Consumer Discretionary,Leisure Products,0.018961,-1.3645,15.3877,57.6294,16.0029,54.8208
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,0.018407,-4.4188,-28.8680,-34.9882,-40.7764,22.7704
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,0.017760,-2.5537,-25.5725,-16.5327,23.8444,136.5586
PSKY,Paramount Skydance Corporation,Communication Services,Movies & Entertainment,0.017642,0.3607,-16.5108,-1.0680,-68.6067,-75.5929
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,0.017597,-1.5764,-11.3398,-4.3852,-18.6384,160.3090
PNW,Pinnacle West Capital,Utilities,Multi-Utilities,0.017570,-1.6612,15.9189,12.3086,48.5278,103.0162
ALGN,Align Technology,Health Care,Health Care Supplies,0.017551,-3.9293,10.0737,-4.4155,-70.4750,129.7861
BBY,Best Buy,Consumer Discretionary,Computer & Electronics Retail,0.017220,-4.0133,-12.5689,-10.5485,-38.8460,161.3488
COO,Cooper Companies,Health Care,Health Care Supplies,0.017114,-1.3470,-24.9390,-25.2491,-40.1893,60.8167
GL,Globe Life,Financials,Life & Health Insurance,0.017073,-0.0458,9.6158,26.3659,53.1807,186.9853
GEN,Gen Digital,Information Technology,Systems Software,0.016951,1.3423,-27.4191,-22.8948,1.4463,144.8837
PODD,Insulet Corporation,Health Care,Health Care Equipment,0.016926,-2.0852,-39.7024,-33.3139,-36.9797,466.5785
UDR,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,0.016895,-0.0824,1.5568,-13.0323,-2.8722,44.9242
GDDY,GoDaddy,Information Technology,Internet Services & Infrastructure,0.016702,1.7520,-28.8524,-49.9177,7.1099,188.1201
SOLV,Solventum,Health Care,Health Care Technology,0.016682,1.2157,-14.8915,-0.2662,,
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,0.016595,-4.6606,1.9129,27.8077,-57.7922,-11.6774
IVZ,Invesco,Financials,Asset Management & Custody Banks,0.016459,0.5794,-0.0755,88.1109,16.5882,37.8876
TTD,Trade Desk,Communication Services,Advertising,0.016355,-0.5776,-36.5121,-55.4446,-63.8437,
