ticker,name,sector,industry,weight,return_1d,return_ytd,return_1y,return_5y,return_10y
AIZ,Assurant,Financials,Multi-line Insurance,0.016264,-1.0324,-4.4838,18.1183,58.3171,224.0200
ALLE,Allegion,Industrials,Building Products,0.016233,-2.2142,-16.4731,-5.2846,2.9868,127.0373
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,0.016210,-3.1411,-10.4563,-25.9890,-48.4182,-30.6068
DOC,Healthpeak Properties,Real Estate,Health Care REITs,0.016148,-0.7917,3.7628,-1.8802,-36.8524,-13.4360
BF-B,Brown–Forman,Consumer Staples,Distillers & Vintners,0.016128,-3.4834,-4.4989,-26.1292,-64.4017,-22.7085
JKHY,Jack Henry & Associates,Financials,Transaction & Payment Processing Services,0.015739,-0.9803,-16.1144,-11.2084,2.3752,107.0246
ERIE,Erie Indemnity,Financials,Insurance Brokers,0.015705,-2.0050,-25.7025,-41.0536,8.6419,176.7933
ZBRA,Zebra Technologies,Information Technology,Electronic Equipment & Instruments,0.015692,-1.4753,-7.8618,-12.5884,-52.4606,254.8454
DPZ,Domino's,Consumer Discretionary,Restaurants,0.015670,-2.1760,-20.3280,-30.6623,-18.6912,210.7527
WYNN,Wynn Resorts,Consumer Discretionary,Casinos & Gaming,0.015380,-2.3967,-13.8489,26.5432,-14.2315,28.2533
CLX,Clorox,Consumer Staples,Household Products,0.014909,-0.7232,-12.1887,-35.0173,-43.8451,-10.0822
SWKS,Skyworks Solutions,Information Technology,Semiconductors,0.014765,-0.7925,9.8842,8.7685,-54.4397,30.9972
CPT,Camden Property Trust,Real Estate,Multi-Family Residential REITs,0.014747,-0.0670,-4.1395,-10.1112,3.7934,85.4252
SJM,J.M. Smucker Company,Consumer Staples,Packaged Foods & Meats,0.014736,-0.0619,0.0715,-12.1488,-13.5098,2.7782
AES,AES Corporation,Utilities,Independent Power Producers & Energy Traders,0.014518,0.0000,2.0031,47.4867,-34.9485,86.4060
DVA,DaVita,Health Care,Health Care Services,0.014487,1.6024,35.6219,9.1759,24.9027,110.3769
UHS,Universal Health Services,Health Care,Health Care Facilities,0.014451,-0.5569,-23.7541,-6.7212,11.4057,30.0124
IT,Gartner,Information Technology,IT Consulting & Other Services,0.014218,0.8948,-41.4500,-65.4471,-34.4938,68.6380
FRT,Federal Realty Investment Trust,Real Estate,Retail REITs,0.014099,-0.7371,16.0840,24.0354,25.3796,6.9444
MGM,MGM Resorts,Consumer Discretionary,Casinos & Gaming,0.013949,-0.6753,4.7958,19.6121,-5.5521,88.5728
RVTY,Revvity,Health Care,Health Care Equipment,0.013790,-0.1961,-10.4597,-7.6940,-31.5102,77.3623
BXP,"BXP, Inc.",Real Estate,Office REITs,0.013253,-1.3306,-12.0004,-5.5676,-30.0597,-32.3767
BAX,Baxter International,Health Care,Health Care Equipment,0.012233,-3.4282,-12.9871,-45.1417,-78.9048,-56.8318
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,0.012211,-0.5089,-6.7954,9.0498,-46.5137,133.1825
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,0.012123,3.9450,-13.6154,45.4668,-49.1621,118.0990
HSIC,Henry Schein,Health Care,Health Care Distributors,0.011783,-2.5835,-4.7102,10.2910,-9.8285,10.1686
FDS,FactSet,Financials,Financial Exchanges & Data,0.011658,-1.3797,-22.2585,-47.6024,-31.7311,67.4661
AOS,A. O. Smith,Industrials,Building Products,0.011601,-2.4689,-11.0536,-12.2007,-9.7871,81.9174
BLDR,Builders FirstSource,Industrials,Building Products,0.011306,-2.6017,-28.3215,-35.3807,51.0961,562.6235
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",0.011172,-8.5593,-22.9391,-0.9787,-43.1405,-65.0122
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,0.010902,-3.3460,-11.8480,-26.4119,-16.2029,-46.6189
POOL,Pool Corporation,Consumer Discretionary,Distributors,0.010560,-2.3355,-10.6265,-32.4827,-49.8187,161.2736
MOS,Mosaic Company,Materials,Fertilizers & Agricultural Chemicals,0.010410,-0.7775,-3.8452,-22.3955,-25.1925,2.5862
ARE,Alexandria Real Estate Equities,Real Estate,Office REITs,0.010222,-0.6040,-14.6097,-41.0902,-71.7957,-38.3070
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,0.009448,-1.4936,-16.3525,-36.9290,-52.4775,-41.6443
CPB,Campbell's Company,Consumer Staples,Packaged Foods & Meats,0.008714,-1.1095,-24.0111,-39.4744,-48.6907,-53.8651
EPAM,EPAM Systems,Information Technology,IT Consulting & Other Services,0.008319,-1.5401,-46.0172,-31.0302,-75.8789,56.0604
