ticker,name,sector,industry,weight,return_1d,return_ytd,return_1y,return_5y,return_10y
SYK,Stryker,Health Care,Health Care Equipment,0.2,-0.8476,-2.8847,-0.8099,38.7092,243.5672
BMY,Bristol Myers Squibb,Health Care,Pharmaceuticals,0.2,-0.7645,13.1601,27.3483,10.4685,21.9496
VRTX,Vertex Pharmaceuticals,Health Care,Biotechnology,0.2,-0.1802,-2.8575,-9.9560,100.0386,423.6060
MDT,Medtronic,Health Care,Health Care Equipment,0.2,0.5337,-9.0595,8.2372,-21.3088,42.4133
MCK,McKesson,Health Care,Health Care Distributors,0.2,-0.0658,5.6370,24.6961,357.7687,426.6524
HCA,HCA Healthcare,Health Care,Health Care Facilities,0.2,-0.2838,4.3865,46.2306,163.0941,554.4385
BSX,Boston Scientific,Health Care,Health Care Equipment,0.2,-2.1797,-34.1059,-33.9466,52.7595,219.7456
CVS,CVS Health,Health Care,Health Care Services,0.2,-0.5563,-2.3406,18.5949,19.2542,1.0363
REGN,Regeneron Pharmaceuticals,Health Care,Biotechnology,0.1,0.0773,-2.5673,34.1100,49.9196,89.1744
CI,Cigna,Health Care,Health Care Services,0.1,0.1543,1.9538,-13.6780,20.5452,117.3256
ELV,Elevance Health,Health Care,Managed Health Care,0.1,-0.8992,-8.1105,-22.9782,-10.0290,152.9308
COR,Cencora,Health Care,Health Care Distributors,0.1,-1.0212,-3.8431,13.8802,193.0989,374.5124
ZTS,Zoetis,Health Care,Pharmaceuticals,0.1,0.1716,-2.1511,-16.3426,-23.9171,173.5683
CAH,Cardinal Health,Health Care,Health Care Distributors,0.1,-0.6005,4.0156,59.6798,291.0052,223.4852
EW,Edwards Lifesciences,Health Care,Health Care Equipment,0.1,1.7101,-3.3724,15.1615,-8.0944,129.1164
IDXX,Idexx Laboratories,Health Care,Health Care Equipment,0.1,-1.2660,-14.0038,41.3862,9.3035,618.3479
BDX,Becton Dickinson,Health Care,Health Care Equipment,0.1,-0.1104,4.4606,3.7564,-12.4680,51.5057
RMD,ResMed,Health Care,Health Care Equipment,0.1,-0.3989,-5.4526,7.6749,15.3202,324.5952
A,Agilent Technologies,Health Care,Life Sciences Tools & Services,0.1,-0.9929,-10.9639,18.7065,-5.6747,214.5546
GEHC,GE HealthCare,Health Care,Health Care Equipment,0.1,-0.4688,-9.3201,19.4199,,
WAT,Waters,Health Care,Life Sciences Tools & Services,0.1,0.0061,-13.7009,2.1121,10.6390,140.2976
IQV,IQVIA,Health Care,Life Sciences Tools & Services,0.1,-0.1332,-21.8202,22.4550,-18.8352,152.7610
BIIB,Biogen,Health Care,Biotechnology,0.1,2.8813,3.6763,53.8319,-33.2138,-31.3776
MTD,Mettler Toledo,Health Care,Life Sciences Tools & Services,0.04,-0.9604,-4.7687,32.1152,3.9780,269.1043
DXCM,Dexcom,Health Care,Health Care Equipment,0.04,0.7971,-2.8326,-5.9501,-33.6710,284.6704
LH,LabCorp,Health Care,Health Care Services,0.04,-0.1478,8.0031,25.8206,26.9841,177.4210
DGX,Quest Diagnostics,Health Care,Health Care Services,0.04,0.1128,13.5177,21.3436,66.4214,218.6993
STE,Steris,Health Care,Health Care Equipment,0.04,-0.1572,-10.8519,2.2052,12.5309,244.9586
HUM,Humana,Health Care,Managed Health Care,0.03,2.0011,-17.8903,-19.6352,-50.3827,30.4108
MRNA,Moderna,Health Care,Biotechnology,0.03,0.6329,83.3164,118.7336,-65.5186,
INCY,Incyte,Health Care,Biotechnology,0.03,-0.1585,-1.1188,67.7805,15.4842,24.4299
WST,West Pharmaceutical Services,Health Care,Health Care Supplies,0.03,1.2238,0.7973,37.7206,-12.1284,299.4501
ZBH,Zimmer Biomet,Health Care,Health Care Equipment,0.03,0.4853,6.2040,-1.7200,-41.1345,-7.3068
HOLX,Hologic,Health Care,Other,0.03,0.0000,2.0405,32.0535,2.9667,103.7255
CNC,Centene,Health Care,Managed Health Care,0.03,0.9955,-6.3184,-36.4909,-41.0821,29.1457
VTRS,Viatris,Health Care,Pharmaceuticals,0.03,3.2868,22.8281,109.9104,42.6995,-60.9683
PODD,Insulet,Health Care,Health Care Equipment,0.03,-0.3313,-28.5621,-17.7249,-28.3706,502.1797
COO,Cooper Companies,Health Care,Health Care Supplies,0.02,-0.2355,-14.7206,-12.0928,-30.1602,76.4019
ALGN,Align Technology,Health Care,Health Care Supplies,0.02,1.0154,22.9587,12.0121,-67.7960,161.0469
UHS,Universal Health Services,Health Care,Health Care Facilities,0.02,0.2467,-16.0455,5.0245,29.5104,48.6565
SOLV,Solventum,Health Care,Health Care Technology,0.02,0.0000,-11.0550,6.3689,,
DVA,DaVita,Health Care,Health Care Services,0.02,0.7640,31.1856,6.4343,32.8342,99.1448
RVTY,Revvity,Health Care,Health Care Equipment,0.02,-1.1973,-3.9131,1.3957,-30.0857,86.1784
HSIC,Henry Schein,Health Care,Health Care Distributors,0.01,0.8246,5.1601,22.7870,12.7056,17.9572
BAX,Baxter International,Health Care,Health Care Equipment,0.01,0.6147,-1.4430,-33.9491,-76.0046,-49.0023
TECH,Bio-Techne,Health Care,Life Sciences Tools & Services,0.01,1.0130,1.8713,25.1122,-40.6447,175.1265
CRL,Charles River Laboratories,Health Care,Life Sciences Tools & Services,0.01,-0.5765,-8.3517,72.3904,-43.2888,127.8131
CAT,Caterpillar,Industrials,Construction Machinery & Heavy Transportation Equipment,0.5,0.4650,39.6849,175.0484,284.5579,1166.2987
GE,GE Aerospace,Industrials,Aerospace & Defense,0.5,-0.1973,-1.3174,67.8512,377.3614,128.5984
RTX,RTX,Industrials,Aerospace & Defense,0.4,-0.3182,7.1130,54.4729,184.0544,272.1823
GEV,GE Vernova,Industrials,Heavy Electrical Equipment,0.4,-0.1735,53.3658,210.0625,,
DE,Deere & Company,Industrials,Agricultural & Farm Machinery,0.3,0.5182,27.8553,33.0101,71.1820,728.1370
BA,Boeing,Industrials,Aerospace & Defense,0.3,-0.1186,2.7612,37.8104,-4.6761,88.7875
UBER,Uber,Industrials,Passenger Ground Transportation,0.3,-1.4588,-6.9942,1.0035,36.9773,
HON,Honeywell,Industrials,Industrial Conglomerates,0.3,-1.1818,18.8866,27.2218,19.3439,174.2996
UNP,Union Pacific,Industrials,Rail Transportation,0.3,0.8541,10.0677,17.7058,28.4500,277.2593
LMT,Lockheed Martin,Industrials,Aerospace & Defense,0.2,-1.4674,21.2759,29.1677,72.4215,235.6126
ETN,Eaton,Industrials,Electrical Components & Equipment,0.2,0.1662,28.1447,53.5114,219.0424,717.1147
PH,Parker Hannifin,Industrials,Industrial Machinery & Supplies & Components,0.2,0.6250,13.4107,78.9985,240.2967,924.3706
NOC,Northrop Grumman,Industrials,Aerospace & Defense,0.2,-0.8718,16.0225,23.9951,107.1423,283.9730
WM,Waste Management,Industrials,Environmental & Facilities Services,0.2,0.5905,2.9394,-0.9631,80.5668,376.5844
GD,General Dynamics,Industrials,Aerospace & Defense,0.2,-0.4104,0.3505,23.5387,102.4725,204.6482
VRT,Vertiv Holdings Co,Industrials,Electrical Components & Equipment,0.2,1.7310,93.0340,327.6007,1342.1004,
HWM,Howmet Aerospace,Industrials,Aerospace & Defense,0.2,0.2112,25.0496,108.4388,738.3364,
TT,Trane Technologies,Industrials,Building Products,0.2,0.4642,23.1947,44.5606,202.6031,1034.9483
ADP,Automatic Data Processing,Industrials,Human Resource & Employment Services,0.1,0.2444,-21.2299,-29.7553,15.9855,177.0897
FDX,FedEx,Industrials,Air Freight & Logistics,0.1,0.4001,36.9339,94.0283,54.9258,175.3702
UPS,United Parcel Service,Industrials,Air Freight & Logistics,0.1,0.6482,9.5110,18.6891,-26.1569,46.3231
PWR,Quanta Services,Industrials,Construction & Engineering,0.1,0.6779,43.6376,126.9829,551.8215,2598.1890
JCI,Johnson Controls,Industrials,Building Products,0.1,0.5927,18.6988,85.6801,154.4497,417.0242
MMM,3M,Industrials,Industrial Conglomerates,0.1,-1.6014,-4.5863,18.9444,9.8667,49.3129
CSX,CSX,Industrials,Rail Transportation,0.1,1.0272,21.1286,60.5180,42.6797,472.1374
ITW,Illinois Tool Works,Industrials,Industrial Machinery & Supplies & Components,0.1,0.1230,11.3759,21.0762,37.5020,230.5493
CMI,Cummins,Industrials,Construction Machinery & Heavy Transportation Equipment,0.1,0.6657,24.1018,128.2014,173.5905,604.7817
EMR,Emerson Electric,Industrials,Electrical Components & Equipment,0.1,0.1127,10.8183,49.5962,78.5881,243.1795
RSG,Republic Services,Industrials,Environmental & Facilities Services,0.1,0.5947,-0.8597,-13.1914,112.0528,433.3893
CTAS,Cintas,Industrials,Diversified Support Services,0.1,0.2177,-4.3053,-11.9837,120.0844,783.3468
TDG,TransDigm Group,Industrials,Aerospace & Defense,0.1,-0.2271,-5.0265,0.9113,155.0740,780.5989
LHX,L3Harris,Industrials,Aerospace & Defense,0.1,0.1655,19.9552,63.5696,84.4950,435.1868
NSC,Norfolk Southern Railway,Industrials,Rail Transportation,0.1,0.9508,6.1941,41.6837,23.9732,351.3871
PCAR,Paccar,Industrials,Construction Machinery & Heavy Transportation Equipment,0.1,1.2832,17.0696,48.7465,150.6729,389.4048
FAST,Fastenal,Industrials,Trading Companies & Distributors,0.1,-0.2294,14.4473,14.3281,101.4848,418.9799
GWW,W. W. Grainger,Industrials,Industrial Machinery & Supplies & Components,0.1,0.1385,15.6287,17.1716,196.7625,494.8708
AME,Ametek,Industrials,Electrical Components & Equipment,0.1,0.2370,15.5307,51.0453,86.9080,397.0114
CARR,Carrier Global,Industrials,Building Products,0.1,1.2557,18.0097,5.1477,56.4590,
URI,United Rentals,Industrials,Trading Companies & Distributors,0.1,2.6389,1.1961,39.3691,172.1360,1306.1111
FIX,"Comfort Systems USA,",Industrials,Construction & Engineering,0.1,0.6489,78.0843,378.7675,2018.3070,5240.2136
DAL,Delta Air Lines,Industrials,Passenger Airlines,0.1,0.2118,3.8432,78.1035,66.6574,74.3641
WAB,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,0.1,0.3095,23.9191,55.3254,237.1093,243.1561
ODFL,Old Dominion,Industrials,Cargo Ground Transportation,0.1,1.9150,41.7346,45.3536,83.6539,882.9628
ROK,Rockwell Automation,Industrials,Electrical Components & Equipment,0.1,0.0385,7.2646,81.7840,71.9963,334.7788
AXON,Axon Enterprise,Industrials,Aerospace & Defense,0.1,-0.4170,-29.3628,-28.3023,166.0455,2063.8079
PAYX,Paychex,Industrials,Human Resource & Employment Services,0.1,0.1849,-17.0191,-34.1753,9.1653,133.7272
CPRT,Copart,Industrials,Diversified Support Services,0.1,0.7025,-13.9591,-43.5573,11.0891,529.0383
EME,"EMCOR Group,",Industrials,Construction & Engineering,0.1,2.0086,34.5462,117.4747,608.3220,1640.7639
IR,Ingersoll Rand,Industrials,Industrial Machinery & Supplies & Components,0.1,-0.0350,8.2918,19.1737,71.2885,
OTIS,Otis Worldwide,Industrials,Industrial Machinery & Supplies & Components,0.1,-0.2272,-6.5614,-16.0077,24.4853,
XYL,Xylem,Industrials,Industrial Machinery & Supplies & Components,0.1,-0.2601,-10.9968,10.7351,19.0672,223.5728
UAL,United Airlines Holdings,Industrials,Passenger Airlines,0.1,-2.1807,-10.9462,50.1961,97.9722,69.9317
DOV,Dover,Industrials,Industrial Machinery & Supplies & Components,0.1,1.3649,13.9979,39.3576,63.2016,378.9582
VRSK,Verisk Analytics,Industrials,Research & Consulting Services,0.04,0.9940,-19.3995,-38.1476,0.7587,140.0344
ROL,"Rollins,",Industrials,Environmental & Facilities Services,0.04,0.4727,-7.6514,0.2524,67.3974,419.8300
HUBB,Hubbell Incorporated,Industrials,Industrial Machinery & Supplies & Components,0.04,1.5311,22.7730,62.4083,217.1369,517.3935
EFX,Equifax,Industrials,Research & Consulting Services,0.04,0.2548,-9.0923,-10.2857,6.1341,84.2061
VLTO,Veralto,Industrials,Environmental & Facilities Services,0.04,0.0000,-8.6814,2.1106,,
LDOS,Leidos,Industrials,Diversified Support Services,0.03,0.3545,-13.4667,12.7696,63.5279,381.8027
JBHT,J.B. Hunt,Industrials,Cargo Ground Transportation,0.03,1.5464,28.3154,94.6999,54.7736,207.1307
CHRW,C.H. Robinson,Industrials,Air Freight & Logistics,0.03,-0.3951,13.2999,102.9424,105.0275,206.6540
EXPD,Expeditors International,Industrials,Air Freight & Logistics,0.03,0.8622,-0.2953,40.9372,42.4337,241.3381
SNA,Snap-on,Industrials,Industrial Machinery & Supplies & Components,0.03,0.6417,11.7669,28.7087,85.5650,201.7401
LUV,Southwest Airlines,Industrials,Passenger Airlines,0.03,-1.4520,2.2545,73.5246,-24.1044,0.8470
FTV,Fortive,Industrials,Industrial Machinery & Supplies & Components,0.03,0.2809,10.0460,23.6302,13.3700,
LII,Lennox International,Industrials,Building Products,0.03,0.8314,1.4462,-10.5737,55.8824,301.5924
TXT,Textron,Industrials,Aerospace & Defense,0.03,0.2511,5.3804,39.1993,58.5777,133.3044
J,Jacobs Solutions,Industrials,Construction & Engineering,0.03,-0.2055,-2.6134,11.9420,21.6596,288.3658
HII,Huntington Ingalls Industries,Industrials,Aerospace & Defense,0.03,-0.3863,16.0096,82.5335,111.4662,230.0325
NDSN,Nordson,Industrials,Industrial Machinery & Supplies & Components,0.02,0.0958,17.7172,58.2323,44.8800,299.5097
IEX,IDEX,Industrials,Industrial Machinery & Supplies & Components,0.02,0.4832,16.7079,28.1771,-0.9814,179.8771
PNR,Pentair,Industrials,Industrial Machinery & Supplies & Components,0.02,-0.9278,-12.8702,13.4344,52.2180,179.3376
ALLE,Allegion,Industrials,Building Products,0.02,0.5613,-8.5044,15.7239,17.0367,154.7291
MAS,Masco,Industrials,Building Products,0.02,-0.4956,4.8434,9.6159,14.3939,134.7460
GNRC,Generac,Industrials,Electrical Components & Equipment,0.02,2.4140,59.2872,94.4325,-30.7709,467.4504
SWK,Stanley Black & Decker,Industrials,Industrial Machinery & Supplies & Components,0.02,5.3427,2.2961,37.6615,-56.0094,-9.6004
AOS,A. O. Smith,Industrials,Building Products,0.02,0.9256,-1.6994,5.7297,6.6837,95.2352
BLDR,Builders FirstSource,Industrials,Building Products,0.02,2.1469,-12.1392,-22.6954,89.4781,640.9836
WMT,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,1.7,0.6823,15.4595,38.9284,192.1499,564.0732
COST,Costco,Consumer Staples,Consumer Staples Merchandise Retail,0.8,0.5351,16.7304,1.6339,185.6319,681.1038
PG,Procter & Gamble,Consumer Staples,Personal Care Products,0.6,-0.9120,2.3123,-12.3335,19.9033,132.7569
KO,Coca-Cola Company,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0.6,0.4225,9.5451,7.2122,62.9669,134.5135
PM,Philip Morris International,Consumer Staples,Tobacco,0.5,0.2630,-0.4880,0.3681,113.4151,164.5377
PEP,PepsiCo,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0.4,-0.1015,10.7283,14.6873,26.2407,108.2168
MO,Altria,Consumer Staples,Tobacco,0.2,0.6701,13.9134,18.8869,101.9914,106.4249
MDLZ,Mondelez International,Consumer Staples,Packaged Foods & Meats,0.1,0.2183,7.5084,-11.9346,10.2630,67.7188
MNST,Monster Beverage,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0.1,0.5214,0.5869,32.0322,58.3573,265.2380
CL,Colgate-Palmolive,Consumer Staples,Household Products,0.1,-2.0103,7.0614,-10.2851,15.7163,50.4246
KR,Kroger,Consumer Staples,Food Retail,0.1,-0.0293,9.6541,-2.3268,100.7643,126.1714
HSY,Hershey Company,Consumer Staples,Packaged Foods & Meats,0.1,0.7631,7.3604,20.0924,34.9589,168.9904
KDP,Keurig Dr Pepper,Consumer Staples,Soft Drinks & Non-alcoholic Beverages,0.1,0.8481,-2.8390,-21.8854,-15.8238,139.6659
ADM,Archer Daniels Midland,Consumer Staples,Agricultural Products & Services,0.1,1.0889,18.7699,46.7174,32.7610,134.5738
SYY,Sysco,Consumer Staples,Food Distributors,0.1,0.6425,5.7261,10.0740,9.0462,112.4282
KVUE,Kenvue,Consumer Staples,Personal Care Products,0.1,0.3407,3.6112,-21.2001,,
KMB,Kimberly-Clark,Consumer Staples,Household Products,0.1,0.2580,-0.5660,-27.5245,-16.1393,3.2237
KHC,Kraft Heinz,Consumer Staples,Packaged Foods & Meats,0.1,-0.5118,-6.2671,-19.2730,-30.8171,-55.0890
STZ,Constellation Brands,Consumer Staples,Distillers & Vintners,0.1,-0.5115,17.7883,-11.2461,-26.2161,20.5073
DLTR,Dollar Tree,Consumer Staples,Consumer Staples Merchandise Retail,0.04,1.2650,-12.7957,35.5446,-7.7961,31.1049
EL,Estée Lauder Companies,Consumer Staples,Personal Care Products,0.04,0.1444,-26.9009,42.3276,-73.4684,-10.2262
BG,Bunge Global,Consumer Staples,Agricultural Products & Services,0.04,1.1236,36.1618,57.4492,69.6286,171.8715
TSN,Tyson Foods,Consumer Staples,Packaged Foods & Meats,0.04,0.0694,11.5477,9.7210,-3.7559,30.5473
CHD,Church & Dwight,Consumer Staples,Household Products,0.04,-0.1486,15.7244,-6.9996,15.1139,136.3137
GIS,General Mills,Consumer Staples,Packaged Foods & Meats,0.03,-0.5211,-21.6842,-35.1094,-31.6945,-17.2860
MKC,McCormick & Company,Consumer Staples,Packaged Foods & Meats,0.03,-2.9450,-22.5811,-28.5847,-35.7199,35.0324
HRL,Hormel Foods,Consumer Staples,Packaged Foods & Meats,0.02,0.8259,-7.4007,-26.6420,-46.7596,-27.9785
CLX,Clorox,Consumer Staples,Household Products,0.02,-2.4240,2.3260,-24.0025,-38.5571,8.5169
BF-B,Brown–Forman,Consumer Staples,Distillers & Vintners,0.02,-0.6861,12.1151,-11.4560,-57.7356,-10.8624
SJM,J.M. Smucker Company,Consumer Staples,Packaged Foods & Meats,0.02,-0.0942,-1.4775,-14.7565,-14.8743,0.8804
TAP,Molson Coors Beverage Company,Consumer Staples,Brewers,0.01,0.1794,-3.3207,-20.9281,-1.1029,-40.6142
CAG,Conagra Brands,Consumer Staples,Packaged Foods & Meats,0.01,0.5384,-11.9887,-36.5820,-50.5189,-39.0836
CPB,Campbell Soup Company,Consumer Staples,Packaged Foods & Meats,0.01,0.5717,-21.7500,-40.4467,-49.1556,-51.7418
XOM,ExxonMobil,Energy,Integrated Oil & Gas,1.2,1.6321,24.4989,43.9803,226.0084,165.0737
CVX,Chevron,Energy,Integrated Oil & Gas,0.7,0.2228,22.1730,39.7682,124.1018,177.3573
COP,ConocoPhillips,Energy,Oil & Gas Exploration & Production,0.3,1.1806,26.4007,36.4706,188.5412,238.9466
WMB,Williams Companies,Energy,Oil & Gas Storage & Transportation,0.2,0.8011,20.1727,26.3546,287.4550,547.8240
EOG,EOG Resources,Energy,Oil & Gas Exploration & Production,0.1,0.3738,24.8922,20.8183,140.5807,123.0882
SLB,Schlumberger,Energy,Oil & Gas Equipment & Services,0.1,0.0285,38.0553,54.6145,132.5154,-13.7980
KMI,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,0.1,0.7027,18.4353,24.1199,158.5017,181.1995
VLO,Valero Energy,Energy,Oil & Gas Refining & Marketing,0.1,1.2741,39.9870,111.8460,292.0892,459.1074
PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,0.1,-0.0128,22.1601,63.5632,151.2438,162.9505
MPC,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,0.1,0.5335,32.7594,71.8117,367.3658,642.3170
OXY,Occidental Petroleum,Energy,Oil & Gas Exploration & Production,0.1,1.2270,33.0460,40.0888,150.1657,-3.7469
BKR,Baker Hughes,Energy,Oil & Gas Equipment & Services,0.1,0.1087,31.9077,56.9192,247.0198,135.9824
OKE,ONEOK,Energy,Oil & Gas Storage & Transportation,0.1,0.4174,15.6561,2.6705,119.7121,343.6532
FANG,Diamondback Energy,Energy,Oil & Gas Exploration & Production,0.1,2.4574,23.5974,37.8525,207.2748,187.9307
TRGP,Targa Resources,Energy,Oil & Gas Storage & Transportation,0.1,-0.4374,27.7178,37.4680,704.8454,877.2629
EQT,EQT,Energy,Oil & Gas Exploration & Production,0.1,-1.8810,7.3540,13.8894,252.4630,67.9419
HAL,Halliburton,Energy,Oil & Gas Equipment & Services,0.1,0.7402,33.0726,70.6660,107.3234,12.5120
TPL,Texas Pacific Land,Energy,Oil & Gas Exploration & Production,0.1,0.9998,48.7689,-0.7951,178.0131,2795.0833
DVN,Devon Energy,Energy,Oil & Gas Exploration & Production,0.1,1.7974,23.5604,52.3955,176.2734,85.3431
CTRA,Coterra,Energy,Oil & Gas Exploration & Production,0.1,1.9100,20.4764,25.9517,149.4215,85.2599
EXE,Expand Energy,Energy,Oil & Gas Exploration & Production,0.1,-0.1200,-12.8057,-7.3119,164.7222,
APA,APA,Energy,Oil & Gas Exploration & Production,0.03,0.8254,48.7231,135.2411,143.9735,-15.7787
NEE,NextEra Energy,Utilities,Multi-Utilities,0.3,0.8589,16.3460,44.0642,31.1166,314.6552
SO,Southern Company,Utilities,Electric Utilities,0.2,-0.0212,9.2112,6.2967,72.2787,187.9498
CEG,Constellation Energy,Utilities,Electric Utilities,0.2,-1.5394,-17.3321,41.8271,,
DUK,Duke Energy,Utilities,Electric Utilities,0.2,0.6717,10.9016,9.5681,54.3249,148.1278
AEP,American Electric Power,Utilities,Electric Utilities,0.1,0.9464,17.9359,29.4466,79.5235,201.2556
SRE,Sempra,Utilities,Multi-Utilities,0.1,-0.1595,7.0613,36.0138,57.1728,150.7745
D,Dominion Energy,Utilities,Multi-Utilities,0.1,0.7209,8.4485,23.7205,-2.0800,36.3051
ETR,Entergy,Utilities,Electric Utilities,0.1,-0.3766,25.3292,41.9969,155.4362,353.6768
EXC,Exelon,Utilities,Electric Utilities,0.1,0.1063,8.9081,3.1428,71.8006,177.1539
VST,Vistra Corp.,Utilities,Electric Utilities,0.1,-0.9483,0.4963,40.9960,904.0939,
XEL,Xcel Energy,Utilities,Multi-Utilities,0.1,0.4933,11.1322,19.8593,33.4512,178.9507
ED,Consolidated Edison,Utilities,Multi-Utilities,0.1,0.6400,12.4908,2.1906,66.6146,115.9897
PEG,Public Service Enterprise Group,Utilities,Electric Utilities,0.1,-0.0123,2.3979,1.0095,51.3631,150.0969
PCG,PG&E,Utilities,Multi-Utilities,0.1,1.3036,9.1174,2.4414,58.3792,-68.1730
WEC,WEC Energy Group,Utilities,Electric Utilities,0.1,0.4445,11.2895,11.0045,38.8144,181.5046
ATO,Atmos Energy,Utilities,Gas Utilities,0.1,0.4449,12.3970,21.5803,102.9495,226.9231
DTE,DTE Energy,Utilities,Multi-Utilities,0.1,0.6123,15.5535,14.4367,44.4738,177.7162
AEE,Ameren,Utilities,Multi-Utilities,0.1,0.0665,13.7103,17.6335,51.9501,217.2169
NRG,NRG Energy,Utilities,Independent Power Producers & Energy Traders,0.1,-4.1823,1.2413,66.2685,389.1897,1300.8444
FE,FirstEnergy,Utilities,Electric Utilities,0.1,-0.0599,12.9075,24.0108,69.2421,118.5506
PPL,PPL,Utilities,Electric Utilities,0.1,0.2435,12.5305,12.9893,62.3222,63.9626
CNP,CenterPoint Energy,Utilities,Multi-Utilities,0.1,0.1977,12.9959,18.6226,101.9501,188.9697
EIX,Edison International,Utilities,Electric Utilities,0.1,0.6219,21.8101,31.4174,46.5450,55.6150
AWK,American Water Works,Utilities,Water Utilities,0.1,2.3630,3.9337,-6.9338,-7.5657,130.8561
ES,Eversource Energy,Utilities,Electric Utilities,0.04,-0.0433,3.8940,26.0958,-7.1778,75.6899
CMS,CMS Energy,Utilities,Multi-Utilities,0.04,0.4502,12.5189,10.3595,39.4585,160.4700
NI,NiSource,Utilities,Multi-Utilities,0.04,0.1656,16.6714,26.5563,118.4011,188.4561
EVRG,Evergy,Utilities,Electric Utilities,0.03,0.4735,15.1300,25.6165,55.7739,135.4222
LNT,Alliant Energy,Utilities,Electric Utilities,0.03,0.3845,13.3741,24.1176,49.7447,182.6619
PNW,Pinnacle West,Utilities,Multi-Utilities,0.02,0.3604,18.8732,15.0124,51.4433,112.3711
AES,AES,Utilities,Independent Power Producers & Energy Traders,0.02,0.1382,2.2425,50.4813,-38.0157,86.8257
LIN,Linde plc,Materials,Industrial Gases,0.4,1.4079,17.4597,11.8935,86.9395,396.9244
NEM,Newmont,Materials,Gold,0.2,-1.8240,14.7786,110.3517,101.8602,379.1774
FCX,Freeport-McMoRan,Materials,Copper,0.1,0.4273,39.4789,116.8083,110.4890,531.8737
SHW,Sherwin-Williams,Materials,Specialty Chemicals,0.1,-0.6569,6.1751,3.8895,34.2669,276.4148
ECL,Ecolab,Materials,Specialty Chemicals,0.1,1.0153,6.0239,17.4847,32.8173,167.7063
CRH,CRH plc,Materials,Construction Materials,0.1,0.5724,-5.3408,39.9361,183.1852,425.8552
APD,Air Products,Materials,Industrial Gases,0.1,1.9088,22.0261,16.1499,18.4128,175.9507
CTVA,Corteva,Materials,Fertilizers & Agricultural Chemicals,0.1,0.2365,20.4107,36.1220,81.1315,
NUE,Nucor,Materials,Steel,0.1,3.4436,24.6435,86.1429,178.5642,403.5518
VMC,Vulcan Materials Company,Materials,Construction Materials,0.1,1.1251,3.6221,22.7972,75.9263,195.6353
MLM,Martin Marietta Materials,Materials,Construction Materials,0.1,0.7894,0.8094,27.5279,87.6117,297.9008
DOW,Dow,Materials,Commodity Chemicals,0.1,3.3708,59.2638,39.5752,-22.6294,
LYB,LyondellBasell,Materials,Specialty Chemicals,0.1,1.8108,57.7118,29.8546,-9.1215,31.6435
STLD,Steel Dynamics,Materials,Steel,0.04,5.2915,24.8585,80.7206,354.7241,954.4214
PPG,PPG Industries,Materials,Specialty Chemicals,0.04,0.1393,12.8938,17.9838,-24.7750,19.1259
CF,CF Industries,Materials,Fertilizers & Agricultural Chemicals,0.04,1.3933,48.5130,56.0834,175.1473,333.2482
ALB,Albemarle,Materials,Specialty Chemicals,0.04,-0.5780,39.3482,278.1106,40.4396,242.7212
SW,Smurfit WestRock,Materials,Paper & Plastic Packaging Products & Materials,0.03,1.2902,11.6198,6.4083,-0.1796,120.9128
PKG,Packaging Corporation of America,Materials,Paper & Plastic Packaging Products & Materials,0.03,0.5436,4.6455,17.4337,76.6410,358.2000
IP,International Paper,Materials,Paper & Plastic Packaging Products & Materials,0.03,0.2693,-4.5406,-16.1436,-13.5445,41.6997
IFF,International Flavors & Fragrances,Materials,Specialty Chemicals,0.03,-1.1202,11.9945,6.0021,-39.4989,-20.1783
DD,DuPont,Materials,Specialty Chemicals,0.03,-0.1690,18.0589,91.7150,65.4869,89.9904
AMCR,Amcor,Materials,Paper & Plastic Packaging Products & Materials,0.03,-0.5842,1.3002,-8.7551,-13.4153,15.2250
BALL,Ball,Materials,"Metal, Glass & Plastic Containers",0.03,0.1086,22.2256,38.2393,-25.4569,90.4525
AVY,Avery Dennison,Materials,Paper & Plastic Packaging Products & Materials,0.02,0.3943,-4.3226,3.5267,-4.8126,184.6049
WELL,Welltower,Real Estate,Health Care REITs,0.2,0.0166,13.8420,45.3471,214.3784,342.2910
PLD,Prologis,Real Estate,Industrial REITs,0.2,-0.7374,13.7308,45.9684,44.6505,325.3098
EQIX,Equinix,Real Estate,Data Center REITs,0.2,0.8855,44.1273,42.2169,66.7012,309.8711
AMT,American Tower,Real Estate,Telecom Tower REITs,0.1,0.1261,5.0375,-14.9696,-15.9107,123.6969
DLR,Digital Realty,Real Estate,Data Center REITs,0.1,-0.2848,32.1327,38.6150,59.6386,229.2201
SPG,Simon Property Group,Real Estate,Retail REITs,0.1,0.4606,13.2143,44.6110,136.6105,69.8128
O,Realty Income,Real Estate,Retail REITs,0.1,0.1152,17.1098,18.0615,26.3569,74.6930
PSA,Public Storage,Real Estate,Self-Storage REITs,0.1,0.6306,21.1320,9.5712,41.3488,76.5024
